V1,perm_ent3,perm_ent4,mse,mape,sym_test
Y61,0.7727468622940575,0.6928852061215077,1929727.3783333332,0.11190098716649872,False
Y62,0.9067250611782607,0.8574030441820081,47848180.49133065,0.3428318538489552,False
Y63,0.551528634052493,0.4575326603459925,645094.8735333331,0.058119462534297915,False
Y64,0.7397715462686083,0.6496034860506396,8245759.956866668,0.2454302586939372,False
Y65,0.8230605599689772,0.71371758403412,7495024.132133332,0.27290518791395796,True
Y66,0.4326078852049105,0.3395403232201306,13232.447199999913,0.006762529010052631,False
Y67,0.4555352613645018,0.36740716064064993,175982.812466667,0.03654294819775992,False
Y68,0.7599189768314312,0.6709938488501493,184740.84333333324,0.031041896864335086,False
Y69,0.0,0.0,85309.9560000002,0.017905079260836516,False
Y70,0.633895813424177,0.5052601809648847,2050217.2077999993,0.10066279773664534,False
Y71,0.6246550360652174,0.5082857898918257,605769.9633439997,0.07005663712202975,False
Y72,0.36278405061264174,0.28998169965030407,909380.2933333335,0.08153699562340593,False
Y73,0.7586784022547539,0.6855960772624119,819551.7152000008,0.07654273297588549,False
Y74,0.8550864771669588,0.7672075225571626,189273.01680000013,0.034276657343906225,False
Y75,0.7023698170144363,0.575643075459198,1019855.9972166666,0.10291267478985576,True
Y76,0.6631870324526805,0.546107985493207,4870851.394333334,0.24787112892348617,False
Y77,0.42818454267414524,0.35007338039431785,137215.25486666663,0.03338502804067199,False
Y78,0.13779591752033926,0.10476245212809579,7514.568159333382,0.005710585454583434,False
Y79,0.8022390652648206,0.7229880721887296,262399.39644933323,0.07878615174604464,False
Y80,0.9396344538430857,0.8373055164680872,459189.72632133315,0.11082739955523933,False
Y81,0.4140367281212557,0.33593214684495665,256066.37484866646,0.09085835120353485,False
Y82,0.6708758311620584,0.600230086432597,20371139.73163333,0.2441384477584184,False
Y83,0.04608036929836205,0.026321047117515622,213672.70363333318,0.03588207492012568,False
Y84,0.7583848025335621,0.597903214235006,3949.6940473333198,0.01278347794462611,False
Y85,0.9861229046460551,0.9475620139015155,344769.24472400005,0.2404341701159929,True
Y86,0.9634729812712749,0.9460626884835104,54469.35601066667,0.05980340368708322,True
Y87,0.8934901763307148,0.7657370765428911,610111.7670106664,0.0631746450424379,True
Y88,0.9691594420596943,0.9063654395426219,16176066.591066001,0.7374779424529622,True
Y89,0.8859425153227234,0.8235162734437583,16654075.178912664,0.7306508172514076,False
Y90,0.9548156738982511,0.8842050532430941,1719300.6715299992,0.2140202481972383,True
Y91,0.5077736240661004,0.44914997606504736,102523.81141066668,0.030497519210372068,False
Y92,0.8253069399348818,0.736101985451169,482061.966174,0.4801328166644963,True
Y93,0.9219119562970342,0.8428506912161584,28483.35832904755,0.02049417864146191,True
Y94,0.9739564500560287,0.9008299699532438,114209.69453277353,0.040621096077318695,True
Y95,0.9253052243853063,0.8342481697144181,252250.80094719646,0.05721673532217228,True
Y96,0.9451661265633227,0.8601609502862881,716542.6443060517,0.08737121297144408,True
Y97,0.8540846405666287,0.7653308025413271,39967.816319895,0.02071606843693163,True
Y98,0.9727310503859877,0.9056334948019141,176195.0190046843,0.04331135952299792,True
Y99,0.9725498146189131,0.8998838902032117,77018.68204234862,0.02985876634051432,True
Y100,0.9452943177764956,0.8951664034996156,195425.032037268,0.047318199563250035,True
Y101,0.9641157682210613,0.6985486861912219,650649.6341442179,0.3059989680255239,True
Y102,0.8958831444864813,0.6090521459927658,11834.107362064738,0.011319333869018941,True
Y103,0.8990291419633031,0.8076008321839877,1778742.2459601369,0.25848643792366116,True
Y104,0.9712979007376968,0.8621269051803706,12090.02282178838,0.05588906579594713,True
Y105,0.8925423775079934,0.7633650219493605,976053.0895002779,0.290212034024143,True
Y106,0.9560943849759086,0.881577692430376,253085.9088296244,0.24094023177960847,True
Y107,0.9143440775469667,0.8069014834725227,14727.836189943382,0.03804887412131512,True
Y108,0.9546538787722079,0.8903732879421222,224413.95696116984,0.1818574340534802,True
Y109,0.9882591298264549,0.8716285717516611,660842.310884093,0.21285128261498054,True
Y110,0.9383086805364699,0.8577153219952719,15055.180497829124,0.04797249430341182,True
Y111,0.9310045601963973,0.8456665371952928,585318.6393382486,0.3385704748344918,True
Y112,0.816823215215385,0.750305025816675,38147.261296738885,0.10523737757529535,True
Y113,0.9699870314266159,0.6728435620217027,92913.43801224696,0.17711585326739543,True
Y114,0.8880073419014397,0.7091942773526245,10719.607029990322,0.045410958519840394,True
Y115,0.9914532257976719,0.861446246191242,24736.9401611194,0.06751450140668012,True
Y116,0.991453225797672,0.9115078467958758,8582.816776732705,0.03309148966768027,True
Y117,0.9458284298339683,0.8648271116486078,222138.18897011317,0.1500972479276768,True
Y118,0.935840318047067,0.8747180103587272,126010.85189849173,0.14366592109961837,True
Y119,0.9833713198150081,0.9491055724192341,62554.51657314107,0.07581224316489614,True
Y120,0.9282215822730531,0.8127459635648655,80849.70595151065,0.15870742456588952,True
Y121,0.9609332235464044,0.8840149209175849,1241182.6518846084,0.3267552601505241,True
Y122,0.9531926147401732,0.8737974160709749,1741027.8661190085,0.3466376031005867,True
Y123,0.9668089743645982,0.9244553962154545,83964.04774772447,0.10732714751662654,True
Y124,0.9475231583990614,0.7455449926835466,103481.27901162203,0.11229377538617207,True
Y125,0.9406013167324525,0.8535016138120463,25093.467377638586,0.015594434870402359,True
Y126,0.9624973159633282,0.8363334215677158,340953.0121775986,0.14310173820529595,True
Y127,0.8363673279888594,0.6728435620217027,102391.37149702395,0.04328211551692293,True
Y128,0.957787840535866,0.8968391065083832,139828.43991103154,0.03509828637019192,True
Y129,0.5977464650910338,0.4974171679421262,89971.84548029496,0.07920322593855535,True
Y130,0.9651823273528509,0.8849872874345255,27883.172879993843,0.02148260723300276,True
Y131,0.9743774557095183,0.8788303248046843,59206.94080945354,0.02514204117683447,True
Y132,0.9647713895024859,0.8868000843492794,26802.748070256403,0.016948392832160503,True
Y133,0.3834733618994026,0.3456871240434053,243986.44090994963,0.06181156305034096,False
Y134,0.4944700732971352,0.40639761551818315,1885924.4034918288,0.08322460771780361,False
Y135,0.5265433738009332,0.40821288328802535,3600480.6411568183,0.1454979185518441,False
Y136,0.33495906312593154,0.28417225670902746,309019.17384417116,0.10518072718410039,False
Y137,0.0,0.0,36882.42416828305,0.04771891495829272,False
Y138,0.731949592667136,0.5967715338696965,777496.0593974189,0.0462461911292775,False
Y139,0.8143645787472257,0.6760644489814851,1482524.3491989265,0.06729670627591268,False
Y140,0.717335694993616,0.5,2015391.8738353206,0.1592313089232187,True
Y141,0.2942915983576807,0.2395651255867685,480300.32651617564,0.10074075585447088,False
Y142,0.913118716023761,0.8281148005123736,4609761.130632387,0.2403013978911798,False
Y143,0.2952226670616488,0.24975349617395376,422946.41331072315,0.09974332066585707,False
Y144,0.611741727442256,0.5608064173401468,3649395.208874654,0.22187649012694574,False
Y145,0.37347787692633094,0.2992363299640292,6458371.308042963,0.1311404534826552,False
Y146,0.7967224884169384,0.6706915695236207,6039092.889018017,0.19008707171992112,False
Y147,0.2991255572601929,0.1781233953792569,28576.50630737848,0.05103217497675371,False
Y148,0.5387545734801357,0.4701688147297829,1478931.1247213418,0.11776280612314582,False
Y149,0.24090224329531493,0.20480336273606814,57154.70457717706,0.06116830230787491,False
Y150,0.813844095084448,0.7469671644521597,806366.1761608439,0.060145596441897216,False
Y151,0.4072950270293267,0.34339654752988685,16180.226126717973,0.04877322092238643,False
Y152,0.4982233017949259,0.44888045681469624,1690323.4364665942,0.11362971206428052,False
Y153,0.7435400483818875,0.5637914160289369,12581314.054590432,0.210122775442668,True
Y154,0.7342579723510215,0.594641671579334,980465.9892335593,0.17165655414583855,False
Y155,0.9017226399776355,0.8236075949968471,26413511.764439013,0.2271692007402981,True
Y156,0.0,0.0,17571.02267175966,0.028203787828112555,False
Y157,0.4072950270293267,0.340502205598948,74393.09767704493,0.06051897839187765,False
Y158,0.0,0.0,36311.002703196624,0.047680201306485065,False
Y159,0.7693498940840449,0.6866939682997861,749828.3667161333,0.11500149691757361,False
Y160,0.10427574829654006,0.0893476101257478,22958.882114636875,0.03429763720292545,False
Y161,0.701084093036591,0.6061683832937154,92137.52350437925,0.026286320189801867,False
Y162,0.4800087941012987,0.4574756696713806,3945504.30793754,0.10724951875903899,False
Y163,0.653054059171984,0.5607682392119603,90089.86328085155,0.06724175150812653,False
Y164,0.7607630809926003,0.6519693450404135,229628.07927009626,0.05266879290654299,False
Y165,0.5891805604184231,0.48124410722058547,2116992.269309326,0.10332057642211229,False
Y166,0.8000846884836326,0.6976324341906713,2958214.6226958744,0.08963894916669764,False
Y167,0.7052317303910528,0.6071574525356742,377634.06138576433,0.03815570858327121,False
Y168,0.7805262293575552,0.6606276492349425,20857.30317225181,0.024068973200874397,False
Y169,0.46423020920635066,0.37657121812614464,3357872.3882999127,0.14018213170205257,False
Y170,0.3189090987518366,0.2600824293382098,944561.4649668945,0.11000620363527151,False
Y171,0.8515728252380627,0.7090150105685228,13370.077035176299,0.02764895865741514,False
Y172,0.9074002983784248,0.8225062926025625,102759.06127913082,0.12083094849241834,True
Y173,0.6713491572354112,0.5974013389006565,1248217.8681182135,0.03980518975387534,False
Y174,0.4897193030934306,0.40393571407981027,40278.20016548961,0.04527237043860744,False
Y175,0.9076908357655411,0.8076008321839877,21359.275009633897,0.03556427174465652,True
Y176,0.9627201822124842,0.8443909158534445,7442.010330346212,0.054399238264992454,True
Y177,0.4696799263083823,0.3897280566563117,460581.69445954886,0.1374372598454855,False
Y178,0.8991679591293094,0.8092462875928477,28803.497331492737,0.08885515175233505,True
Y179,0.8374616521383563,0.6926844335828438,6821.019737112355,0.03752542807974894,False
Y180,0.47102161267979736,0.4133381829626998,134307.43381432342,0.062415129576677796,False
Y181,0.7816323859862032,0.6736433775897621,1922276.135321542,0.1154688982312347,False
Y182,0.8193399999898042,0.5787494001560971,39842.776968113154,0.0773702475429064,True
Y183,0.24453173281782942,0.19834687852309585,157101.27039333325,0.028384684811020244,False
Y184,0.0,0.0,690.0428141033441,0.01077261365538583,False
Y185,0.37120037530560945,0.2330669782363014,379.8998399999989,0.013255785960742889,False
Y186,0.24090224329531493,0.19903269326155673,69.1102116666675,0.003662597616914939,False
Y187,0.0,0.0,735.7053133333466,0.004969855008554296,False
Y188,0.36016274610473836,0.2264177138238317,333.71634702167046,0.007428127850507047,False
Y189,0.0,0.0,10666.976672833343,0.008923296773753414,False
Y190,0.9058399565594885,0.7973105694222321,4456484.976971659,0.1915160191621892,True
Y191,0.9158600652508828,0.8109420876713278,822913.1260945142,0.14012443319101942,True
Y192,0.9868140013739621,0.8929190064086671,785387.3016869888,0.10938189876803578,True
Y193,0.8927281790314381,0.8272129808807607,278857.7314339765,0.04018090439753741,True
Y194,0.9407417017971683,0.8271686077326275,270253.8183636482,0.043939823289853484,True
Y195,0.7738471654515592,0.6851625241327375,1257437.893837231,0.0701998059347866,False
Y196,0.851397381356236,0.7860694038188994,222272.03199800375,0.037514191428002976,True
Y197,0.9388151608070406,0.8323793337995129,73649.78068284724,0.058909517691060155,True
Y198,0.9107453247492848,0.7910869408903844,257786.88172743676,0.08050065890774034,True
Y199,0.894481370508352,0.7855176507751331,269680.50166322774,0.05565608419610444,True
Y200,0.8276578124008721,0.7356584435963088,153331.2988795571,0.05611068918109974,True
Y201,0.8768983728507495,0.8047442115663982,475676.2154944862,0.09589649312375942,False
Y202,0.9221006614356344,0.8358148242426652,663043.7767217086,0.09285859894914285,True
Y203,0.9550726142520269,0.7608804870666942,3285241.998294007,0.41756621062244337,True
Y204,0.8548579818349962,0.7829703302754168,282648.4122913698,0.03962543591165275,True
Y205,0.8250458454358636,0.7213524248306148,122831.99654060573,0.08207789132729232,False
Y206,0.942130259179818,0.8511322027904105,412109.17454895034,0.09010281557414063,True
Y207,0.8039901344547296,0.7280899150850968,512485.96727381763,0.13690698916389932,False
Y208,0.9407417017971683,0.8223813661555017,278811.25942986266,0.04451058309570813,True
Y209,0.8255197379070639,0.6227724963417733,184895.8181556433,0.043784788161194556,True
Y210,0.8077161408244484,0.6943217237355894,206771.58951851967,0.10911639607550387,True
Y211,0.9143440775469668,0.8423637947119502,141722.08543991495,0.051558842559871414,True
Y212,0.8353476632570584,0.7421242621625702,132138.99830134204,0.05225130522225347,True
Y213,0.8500822513398113,0.7595882643214307,4269686.397031059,0.2670553949995063,False
Y214,0.9532334365908188,0.8780943903179225,657470.6731244888,0.18873530556629828,True
Y215,0.810401227470152,0.6712856496930305,3764457.501172479,0.16811436524505274,True
Y216,0.930205413412911,0.8443909158534446,393524.27685652225,0.09030449676310964,True
Y217,0.8280621924888131,0.6948130953428999,247861.285908044,0.12047342097823115,True
Y218,0.8524407110024957,0.7394432409385091,43802164.89293342,0.36727683044787196,True
Y219,0.9092504675136422,0.850498210264275,3937.0963260594835,0.03457876606235199,True
Y220,0.688323273428499,0.5760211485198311,765726.7799769292,0.10162773525311464,False
Y221,0.9128298784022151,0.8456332480047197,290579.965865259,0.041163161932137725,True
Y222,0.830162572913476,0.7814291180121916,128776.75083781667,0.2422136865511396,False
Y223,0.9627201822124842,0.9150652253737939,742401.4932024278,0.07353529620541764,True
Y224,0.8821774793486746,0.8385195714464277,659891.0672075719,0.08710289572121861,False
Y225,0.8091275882402355,0.6990284120137878,866580.5596768633,0.07264266611808198,True
Y226,0.9475231583990614,0.7818957080144684,3842.874084661164,0.04669394060983273,True
Y227,0.9078893421450857,0.8404051323442592,201700.96975877837,0.037380992622814364,True
Y228,0.8883665103175569,0.8202175757468231,203480.313924914,0.08236166783539751,False
Y229,0.95212632833499,0.8777087382926436,2467138.2620939086,0.2395398230959748,True
Y230,0.8391298821730497,0.7123174000477582,1999955.6772691954,0.19710218317713535,True
Y231,0.896601718448674,0.803332685271231,5423.0024080643625,0.0523065329012857,True
Y232,0.9477836661166832,0.8484451581364336,1400199.2643116845,0.152808821388832,True
Y233,0.9886212883421727,0.8466915110377372,41764.94806549063,0.029427354862998995,True
Y234,0.9444520884190284,0.8797648955156222,365574.637641624,0.04463573449514846,True
Y235,0.9511232849833321,0.881577692430376,101704.63210261374,0.0304096937112148,True
Y236,0.8801596287459024,0.7948260345395658,862139.5156575063,0.09503176604926593,True
Y237,0.8832545492807927,0.8331937443548194,360828.3802559198,0.06484690820059918,False
Y238,0.8834637163672353,0.7974190829496144,220064.35670837984,0.09843413877183738,True
Y239,0.9047759575921718,0.7955066935286945,66475.60770630893,0.04904520760585737,True
Y240,0.8942594664082641,0.765463153784734,75143.90433370305,0.0583895071421812,True
Y241,0.46880704374988313,0.3743402267653338,2595545.0066825585,0.16055809514789415,False
Y242,0.9508276937242375,0.815260280997006,29111.87976503174,0.055476928113244596,True
Y243,0.8643241158247242,0.7311329156858364,5610.099473654426,0.014206213948916089,True
Y244,0.0,0.0,500182.0999919882,0.026622548320917188,False
Y245,0.36925318219357034,0.302948906339001,1978508.7571202337,0.07342027604791718,False
Y246,0.7531274855684221,0.6041608406677709,5336292.3729004515,0.1461583207788856,False
Y247,0.4550817071674563,0.35354780728410046,873178.8586561498,0.06639356444347409,False
Y248,0.7146583295518582,0.6428256693863555,9939792.0193754,0.2556095919865117,False
Y249,0.3819694373800235,0.3012556487843444,23518798.29744755,0.17434520353079175,False
Y250,0.5848067481257484,0.5072656341343207,424175.52674635366,0.10988644912222338,False
Y251,0.12298097760659947,0.10565930119582156,673537.0920686257,0.15253433671208855,False
Y252,0.10427574829654006,0.0893476101257478,251259.0553999998,0.03351254618297817,False
Y253,0.4409385070418653,0.38203463420577055,448264.08327424806,0.04045266464252753,False
Y254,0.8875686785031666,0.7917254311122097,22003.8171474284,0.01439277219617934,True
Y255,0.9723075434024991,0.8697355927934393,1583.0531041513884,0.0032499095444019576,True
Y256,0.997406903624276,0.9176109438403387,166014.12632274206,0.031529382738429784,True
Y257,0.9770943428645583,0.8942933880418386,441895.00615693926,0.05740436900082418,True
Y258,0.7624731431760892,0.6507051241695193,68535.53900255244,0.05172331405895749,True
Y259,0.6062356625931019,0.49475221941440506,218743.6587004362,0.04949241081954255,False
Y260,0.58332270890948,0.5028122667448227,2525962.3638367737,0.13593263780356624,False
Y261,0.5287328829331823,0.4567521617307696,18185.63801055826,0.026390422166763006,False
Y262,0.8363709682812775,0.7291529781767535,77127.41733682447,0.09840596379192341,False
Y263,0.7653018474295765,0.6498948351684819,3210380.882521068,0.17513482684541506,False
Y264,0.48420929650176614,0.4200314205755323,35771.668603021215,0.05018729738657898,False
Y265,0.865755300368817,0.7298667003620342,37071.21556619493,0.03882469706151162,True
Y266,0.9399402289255626,0.8475751245418145,8811.63604535637,0.056292408260863035,True
Y267,0.9336834976543589,0.8593057039493361,110882.97489321436,0.08657143157728793,False
Y268,0.7061906770074037,0.598535461744177,21299.52108992861,0.05447949212209438,False
Y269,0.85476125926331,0.7714103750259448,254408.11699472877,0.03504210473279682,True
Y270,0.9318739254852864,0.8295662997626999,328647.2671640609,0.07662173143067653,True
Y271,0.688323273428499,0.5758650219493604,365967.9005412844,0.16244511076757095,False
Y272,0.225761297049479,0.17307981102894054,5073.781993878915,0.0262907749605952,False
Y273,0.5355584217036248,0.4709455923919349,98668.21147259323,0.022326348564583497,False
Y274,0.9283605408425757,0.8423637947119501,114072.37888002388,0.0650904466377067,True
Y275,0.8195663053187655,0.7355966275169491,395326.1040038588,0.04328518524182725,False
Y276,0.4732335362487529,0.39458136503892965,2832111.762931155,0.09426060115314627,False
Y277,0.5983040619983724,0.5,1058954.2115361472,0.11393496539400905,True
Y278,0.84816741793997,0.7546121387814072,128167.53938550373,0.15960230546732437,True
Y279,0.2991255572601929,0.1781233953792569,25459.574154330807,0.05237744802137495,False
Y280,0.9382760279311302,0.8548828680427123,1575509.3796008832,0.12131028776628124,True
Y281,0.44298917839702445,0.26336502194936046,111982.18043762154,0.04168593553508968,False
Y282,0.9749209955149889,0.8760672691764279,5481.185901131322,0.018567791934542888,True
Y283,0.5825524568282888,0.42472294939844374,43580.65641236482,0.0853457464384334,False
Y284,0.8544051001461622,0.7233795459721091,567.3597564254065,0.02010527680791689,True
Y285,0.48420929650176625,0.4048914574986215,197896.68003894354,0.16212047212764388,False
Y286,0.7738471654515592,0.6532453078261702,278815.6153180338,0.13667214415734666,False
Y287,0.7678104352059317,0.6656359209385693,3527027.740233086,0.1759866019824888,True
Y288,0.767473329385463,0.6757102439933326,1616292.151550915,0.1792545947360594,False
Y289,0.9657006167616591,0.8759686867766144,350712.5306456946,0.0636737640935613,True
Y290,0.5588384030078207,0.4345818948329539,1024406.0611748336,0.09030657475244919,False
Y291,0.5287328829331823,0.4567521617307696,18388.245290416275,0.02641130869740055,False
Y292,0.7355307657172834,0.6506144128150636,354835.42454716546,0.04396811409593917,False
Y293,0.4969004380999137,0.4180111898278923,1428784.225166653,0.17031663242207215,False
Y294,0.193127152753833,0.16919446895220133,17141.023809442104,0.027863985569710648,False
Y295,0.9781245701959606,0.9019305434414732,473842.04095570283,0.07202225925373709,True
Y296,0.889240532426238,0.7895179126775193,45855.13628940037,0.04678116533152619,True
Y297,0.9253265731559467,0.8444380842049056,4094.3097290976657,0.04450134639868006,True
Y298,0.5355584217036248,0.46166455869042294,97766.36110198822,0.02232317019417771,False
Y299,0.9149271714180818,0.8066349747065956,3090872.4158222466,0.16375409211841493,True
Y300,0.5964145792926921,0.47493526278357173,23404.8629974443,0.017742586715315128,False
Y301,0.8393086318484999,0.7610667630163774,350842.80138093355,0.05172476879475902,False
Y302,0.9117729718973222,0.8294446448657476,4069095.2263217904,0.16954598299692805,True
Y303,0.9444226488235508,0.869711447476982,98749.58708611548,0.1849832564568111,True
Y304,0.8217747481264026,0.7123562660558629,85863.77318702907,0.050845811839012774,False
Y305,0.9102647918328162,0.7798040955794922,53119.17706931059,0.09105801845227239,True
Y306,0.7568478286878941,0.6284094678558168,451250.9062692293,0.07126221668166173,False
Y307,0.6457270990975926,0.4981849093623236,67306.87129105297,0.06219892094256271,True
Y308,0.7094255545864318,0.6365690085468401,11517.990620335526,0.02985401542227308,False
Y309,0.944077145041795,0.736101985451169,146769.98226742249,0.0815405647358629,True
Y310,0.9359002826336714,0.8569817737994928,1014027.1783560138,0.14897058127507828,True
Y311,0.7593582642347589,0.6839447934439989,13325.860713623646,0.023093215316902605,False
Y312,0.7356030897821619,0.5792062774367005,56110.302946757496,0.13067805032267124,True
Y313,0.796665769695213,0.6454321537273948,180272.93097957553,0.14520901084669877,False
Y314,0.9134898431077484,0.7817988153915857,55724.58812950433,0.09316559960985148,True
Y315,0.8164272710872646,0.6983827304232616,3486.450695445983,0.020984369960635237,True
Y316,0.9411887360971334,0.8297187373013014,3426.8179534231435,0.031246633278520747,True
Y317,0.6648776487476176,0.5329000950088003,2509176.1661820863,0.10568232972742486,False
Y318,0.9048251357724852,0.8389433489535221,33886.13328777009,0.05828294069078668,True
Y319,0.9565139698590532,0.8287528798239092,5624527.988944147,0.3588591348883345,True
Y320,0.8182250834152546,0.7148285544905606,103718.39011610062,0.0635849985917836,True
Y321,0.7748173002901129,0.6465326407559252,4300245.319840909,0.17196906764393746,False
Y322,0.8955096801039901,0.7696623640501061,50203.78152002596,0.03835088623701014,True
Y323,0.5201247856105156,0.4345818948329539,30516.602402997436,0.07704415187381856,False
Y324,0.939051310810679,0.7943543014817781,12207.543668464243,0.05576427183875551,True
Y325,0.9332119140797793,0.8612153374345618,8038.691527686359,0.04992133297086509,True
Y326,0.9517983120884502,0.8024557008031099,12361.328797807577,0.06360099492456008,True
Y327,0.6457270990975927,0.4981849093623236,397127.9178178543,0.07085331289860076,True
Y328,0.4630356809170956,0.36776524209713946,321364.48858428793,0.07960611994109872,False
Y329,0.8306439245132368,0.7086911138244764,127967.37081133528,0.03200556677794752,False
Y330,0.9689036034290841,0.865280884308027,2080545.7654353164,0.15360822746026,True
Y331,0.5355584217036248,0.4709455923919349,140905.02590221472,0.022809308102548942,False
Y332,0.8814912674688781,0.7753407676095183,1985493.81356646,0.1561485987473282,False
Y333,0.8993135556207718,0.8250471121537807,61094.65097214799,0.036820240926245584,False
Y334,0.9469375123764606,0.7530747591876048,10494638.743504599,0.2134786606258323,True
Y335,0.6326129705978907,0.5235987740415093,771628.0592007494,0.06986615016387936,False
Y336,0.9382760279311302,0.8548828680427123,20093.713291561606,0.11475686658688743,True
Y337,0.7502055291835936,0.6376163101976468,471538.312867278,0.07334714368124955,False
Y338,0.8558724489646596,0.7613341280730904,227479.35918611215,0.06507662478247521,True
Y339,0.43807110334891713,0.3596179584940064,71377.38332376008,0.05985521372344643,False
Y340,0.924947280109476,0.7767300438987208,6964602.913723159,0.3358016167010671,True
Y341,0.8814614380458061,0.7411379799593284,5473.800288307382,0.03435041481039753,True
Y342,0.9445041621384659,0.842799240133977,24182.053035647856,0.05262312912413666,True
Y343,0.7407078965194441,0.6264803159571268,10050.302738353628,0.03078854624031122,False
Y344,0.8677988702879316,0.7669136007837631,183492.3480383925,0.06490123084567359,True
Y345,0.36397628355516104,0.29975030561456517,173860.32690904976,0.023179542865216913,False
Y346,0.9043537183732071,0.8180292409139412,226731.9362877931,0.17445959572613234,True
