<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
25/05/22,11:00,1856.1000000,1857.9000000,1855.2000000,1857.1000000,3255
25/05/22,12:00,1857.0000000,1858.6000000,1853.3000000,1854.5000000,6119
25/05/22,13:00,1854.6000000,1858.0000000,1854.3000000,1855.4000000,2574
25/05/22,14:00,1855.3000000,1855.3000000,1849.6000000,1850.4000000,4474
25/05/22,15:00,1850.4000000,1854.8000000,1849.0000000,1853.6000000,4975
25/05/22,16:00,1853.7000000,1855.8000000,1849.4000000,1851.4000000,9012
25/05/22,17:00,1851.0000000,1852.8000000,1845.0000000,1847.9000000,16713
25/05/22,18:00,1847.8000000,1849.9000000,1845.3000000,1848.9000000,10040
25/05/22,19:00,1848.9000000,1849.1000000,1838.7000000,1843.9000000,9523
25/05/22,20:00,1843.9000000,1845.2000000,1841.3000000,1843.3000000,4506
25/05/22,21:00,1843.2000000,1847.3000000,1841.6000000,1845.7000000,6698
25/05/22,22:00,1845.7000000,1853.0000000,1845.7000000,1853.0000000,6645
25/05/22,23:00,1852.9000000,1854.7000000,1852.3000000,1853.3000000,3570
26/05/22,00:00,1853.4000000,1853.6000000,1851.4000000,1852.0000000,1127
26/05/22,02:00,1851.8000000,1852.8000000,1851.3000000,1851.7000000,589
26/05/22,03:00,1851.8000000,1852.4000000,1851.2000000,1852.3000000,490
26/05/22,04:00,1852.1000000,1852.6000000,1850.4000000,1850.6000000,1341
26/05/22,05:00,1850.6000000,1851.4000000,1846.3000000,1847.7000000,2210
26/05/22,06:00,1847.8000000,1850.2000000,1847.3000000,1849.7000000,1979
26/05/22,07:00,1849.6000000,1849.9000000,1846.7000000,1848.7000000,1350
26/05/22,08:00,1848.7000000,1849.5000000,1842.3000000,1843.1000000,2497
26/05/22,09:00,1843.2000000,1844.3000000,1840.9000000,1841.8000000,2419
26/05/22,10:00,1841.8000000,1845.0000000,1841.8000000,1844.9000000,2894
26/05/22,11:00,1845.1000000,1849.0000000,1844.5000000,1846.2000000,4656
26/05/22,12:00,1846.2000000,1847.7000000,1843.5000000,1843.7000000,3371
26/05/22,13:00,1843.8000000,1845.0000000,1839.8000000,1843.6000000,4355
26/05/22,14:00,1843.6000000,1845.8000000,1841.1000000,1842.7000000,3664
26/05/22,15:00,1842.6000000,1844.6000000,1836.3000000,1844.5000000,6092
26/05/22,16:00,1844.4000000,1845.4000000,1840.5000000,1841.0000000,5426
26/05/22,17:00,1841.2000000,1847.8000000,1839.2000000,1847.5000000,11558
26/05/22,18:00,1847.4000000,1852.1000000,1843.6000000,1844.5000000,11018
26/05/22,19:00,1844.5000000,1845.6000000,1841.7000000,1844.1000000,4974
26/05/22,20:00,1844.2000000,1845.4000000,1843.8000000,1845.4000000,1970
26/05/22,21:00,1845.5000000,1848.3000000,1845.4000000,1847.3000000,4115
26/05/22,22:00,1847.2000000,1849.8000000,1846.4000000,1849.6000000,1978
26/05/22,23:00,1849.6000000,1851.7000000,1849.6000000,1850.0000000,1661
27/05/22,00:00,1850.1000000,1850.3000000,1848.4000000,1848.5000000,657
27/05/22,02:00,1848.3000000,1849.3000000,1848.3000000,1849.1000000,185
27/05/22,03:00,1849.0000000,1851.2000000,1848.9000000,1850.5000000,302
27/05/22,04:00,1850.4000000,1850.8000000,1846.3000000,1847.2000000,349
27/05/22,05:00,1847.2000000,1854.6000000,1845.9000000,1853.9000000,648
27/05/22,06:00,1853.7000000,1853.8000000,1850.9000000,1852.0000000,367
27/05/22,07:00,1852.2000000,1852.6000000,1850.5000000,1852.4000000,277
27/05/22,08:00,1852.4000000,1852.7000000,1851.0000000,1851.1000000,153
27/05/22,09:00,1851.1000000,1853.6000000,1849.7000000,1851.3000000,375
27/05/22,10:00,1851.4000000,1853.4000000,1850.5000000,1851.9000000,497
27/05/22,11:00,1851.9000000,1857.2000000,1851.6000000,1855.6000000,940
27/05/22,12:00,1856.0000000,1857.9000000,1854.5000000,1854.6000000,622
27/05/22,13:00,1855.0000000,1857.8000000,1854.9000000,1856.5000000,184
27/05/22,14:00,1856.4000000,1857.9000000,1855.2000000,1855.7000000,242
27/05/22,15:00,1855.2000000,1858.0000000,1854.8000000,1856.1000000,489
27/05/22,16:00,1856.0000000,1860.7000000,1846.5000000,1853.4000000,1665
27/05/22,17:00,1853.0000000,1859.2000000,1852.8000000,1853.9000000,1818
27/05/22,18:00,1853.8000000,1855.3000000,1851.1000000,1852.7000000,1003
27/05/22,19:00,1852.8000000,1853.7000000,1848.8000000,1852.3000000,1513
27/05/22,20:00,1852.4000000,1852.9000000,1849.7000000,1850.9000000,329
27/05/22,21:00,1850.9000000,1852.0000000,1849.6000000,1850.8000000,378
27/05/22,22:00,1850.8000000,1851.5000000,1849.5000000,1850.6000000,528
27/05/22,23:00,1850.7000000,1852.4000000,1850.3000000,1850.7000000,275
28/05/22,00:00,1850.7000000,1852.0000000,1850.0000000,1850.6000000,327
30/05/22,02:00,1850.3000000,1850.7000000,1850.0000000,1850.0000000,11
30/05/22,03:00,1848.4000000,1848.4000000,1845.7000000,1847.7000000,4
30/05/22,05:00,1848.4000000,1854.3000000,1847.1000000,1854.3000000,69
30/05/22,06:00,1856.5000000,1858.0000000,1855.6000000,1856.1000000,62
30/05/22,07:00,1857.2000000,1857.4000000,1857.2000000,1857.3000000,13
30/05/22,08:00,1858.6000000,1860.5000000,1858.2000000,1859.8000000,66
30/05/22,09:00,1860.7000000,1860.7000000,1860.1000000,1860.1000000,4
30/05/22,10:00,1861.2000000,1862.1000000,1859.2000000,1859.2000000,87
30/05/22,11:00,1859.0000000,1860.6000000,1857.6000000,1857.6000000,70
30/05/22,12:00,1856.5000000,1856.6000000,1855.3000000,1855.3000000,6
30/05/22,13:00,1854.7000000,1855.2000000,1854.7000000,1855.2000000,17
30/05/22,14:00,1853.1000000,1853.1000000,1851.6000000,1851.6000000,3
30/05/22,15:00,1852.8000000,1852.8000000,1852.0000000,1852.2000000,31
30/05/22,16:00,1852.0000000,1852.7000000,1851.4000000,1852.5000000,9
30/05/22,17:00,1852.5000000,1857.7000000,1852.5000000,1857.5000000,30
30/05/22,18:00,1854.1000000,1856.0000000,1852.2000000,1856.0000000,143
30/05/22,19:00,1854.6000000,1854.6000000,1852.8000000,1852.8000000,4
30/05/22,20:00,1852.8000000,1853.6000000,1852.5000000,1853.3000000,27
30/05/22,21:00,1850.5000000,1850.5000000,1850.5000000,1850.5000000,1
30/05/22,22:00,1852.5000000,1852.5000000,1852.5000000,1852.5000000,1
31/05/22,02:00,1859.5000000,1860.0000000,1857.2000000,1857.4000000,773
31/05/22,03:00,1857.4000000,1858.0000000,1855.0000000,1855.5000000,1067
31/05/22,04:00,1855.5000000,1855.6000000,1848.3000000,1849.1000000,5070
31/05/22,05:00,1849.0000000,1851.7000000,1848.4000000,1851.6000000,4611
31/05/22,06:00,1851.6000000,1854.4000000,1850.9000000,1853.9000000,1761
31/05/22,07:00,1853.9000000,1855.8000000,1853.5000000,1854.8000000,1850
31/05/22,08:00,1854.6000000,1856.2000000,1853.5000000,1854.1000000,1100
31/05/22,09:00,1854.3000000,1856.9000000,1854.3000000,1855.4000000,2734
31/05/22,10:00,1855.4000000,1859.1000000,1854.8000000,1857.1000000,3948
31/05/22,11:00,1857.2000000,1858.8000000,1856.6000000,1857.6000000,3297
31/05/22,12:00,1857.5000000,1860.2000000,1854.8000000,1855.5000000,3347
31/05/22,13:00,1855.4000000,1856.8000000,1851.8000000,1852.9000000,5137
31/05/22,14:00,1853.0000000,1853.9000000,1850.0000000,1851.8000000,4511
31/05/22,15:00,1851.7000000,1853.5000000,1847.4000000,1851.6000000,7949
31/05/22,16:00,1851.5000000,1855.1000000,1849.8000000,1851.6000000,9269
31/05/22,17:00,1851.6000000,1858.6000000,1851.1000000,1854.0000000,11900
31/05/22,18:00,1854.0000000,1854.4000000,1841.3000000,1848.1000000,26893
31/05/22,19:00,1848.0000000,1849.9000000,1842.7000000,1846.3000000,9679
31/05/22,20:00,1846.2000000,1848.9000000,1844.4000000,1848.8000000,5816
31/05/22,21:00,1848.7000000,1849.3000000,1845.1000000,1845.4000000,7548
31/05/22,22:00,1845.3000000,1846.1000000,1842.6000000,1843.6000000,3854
31/05/22,23:00,1843.5000000,1843.6000000,1837.6000000,1838.8000000,7062
01/06/22,00:00,1838.7000000,1841.0000000,1838.0000000,1840.0000000,2550
01/06/22,02:00,1840.0000000,1840.9000000,1839.1000000,1840.2000000,535
01/06/22,03:00,1840.2000000,1840.3000000,1838.5000000,1838.9000000,889
01/06/22,04:00,1838.9000000,1839.0000000,1836.0000000,1836.7000000,3282
01/06/22,05:00,1836.7000000,1838.4000000,1835.2000000,1837.0000000,4584
01/06/22,06:00,1837.1000000,1840.1000000,1836.2000000,1839.2000000,3399
01/06/22,07:00,1839.1000000,1840.0000000,1838.6000000,1839.0000000,1705
01/06/22,08:00,1838.9000000,1838.9000000,1833.7000000,1835.5000000,3372
01/06/22,09:00,1835.6000000,1835.8000000,1831.8000000,1834.5000000,4433
01/06/22,10:00,1834.3000000,1837.4000000,1834.2000000,1835.5000000,4397
01/06/22,11:00,1835.4000000,1839.0000000,1833.6000000,1835.9000000,5065
01/06/22,12:00,1835.8000000,1839.3000000,1831.3000000,1832.1000000,4498
01/06/22,13:00,1832.0000000,1834.2000000,1830.2000000,1833.6000000,6618
01/06/22,14:00,1833.5000000,1835.4000000,1831.3000000,1834.0000000,2915
01/06/22,15:00,1834.1000000,1834.5000000,1831.1000000,1831.7000000,3529
01/06/22,16:00,1831.7000000,1847.4000000,1830.9000000,1846.8000000,21634
01/06/22,17:00,1846.9000000,1852.3000000,1846.9000000,1848.2000000,22651
01/06/22,18:00,1848.2000000,1848.8000000,1840.4000000,1846.1000000,24906
01/06/22,19:00,1846.0000000,1850.6000000,1844.9000000,1848.4000000,9457
01/06/22,20:00,1848.5000000,1852.9000000,1847.4000000,1850.6000000,7726
01/06/22,21:00,1850.5000000,1852.9000000,1847.8000000,1850.7000000,6923
01/06/22,22:00,1850.8000000,1853.0000000,1849.7000000,1851.9000000,3439
01/06/22,23:00,1851.8000000,1852.4000000,1850.0000000,1850.4000000,2086
02/06/22,00:00,1850.4000000,1850.8000000,1849.2000000,1849.5000000,1096
02/06/22,02:00,1849.9000000,1850.5000000,1849.1000000,1850.3000000,665
02/06/22,03:00,1850.4000000,1850.5000000,1848.4000000,1848.9000000,781
02/06/22,04:00,1849.1000000,1851.6000000,1848.2000000,1849.9000000,2073
02/06/22,05:00,1849.7000000,1850.2000000,1847.3000000,1847.4000000,1889
02/06/22,06:00,1847.4000000,1849.1000000,1846.5000000,1846.9000000,1668
02/06/22,07:00,1846.8000000,1848.7000000,1846.7000000,1847.2000000,992
02/06/22,08:00,1847.3000000,1848.5000000,1846.9000000,1847.3000000,1682
02/06/22,09:00,1847.4000000,1851.8000000,1846.6000000,1851.0000000,3697
02/06/22,10:00,1851.0000000,1855.8000000,1850.9000000,1854.7000000,4614
02/06/22,11:00,1854.8000000,1856.3000000,1852.6000000,1854.0000000,4180
02/06/22,12:00,1854.1000000,1855.6000000,1853.4000000,1854.9000000,2700
02/06/22,13:00,1855.0000000,1858.1000000,1854.9000000,1857.2000000,3364
02/06/22,14:00,1857.2000000,1860.1000000,1856.7000000,1858.3000000,4209
02/06/22,15:00,1858.3000000,1859.9000000,1857.9000000,1859.0000000,3520
02/06/22,16:00,1858.9000000,1862.3000000,1853.8000000,1859.5000000,18116
02/06/22,17:00,1859.6000000,1871.2000000,1859.6000000,1867.4000000,23644
02/06/22,18:00,1867.4000000,1873.6000000,1866.5000000,1869.0000000,17635
02/06/22,19:00,1869.2000000,1873.7000000,1869.1000000,1871.7000000,6618
02/06/22,20:00,1871.9000000,1874.4000000,1871.5000000,1871.6000000,6001
02/06/22,21:00,1871.6000000,1873.0000000,1870.4000000,1872.0000000,5268
02/06/22,22:00,1872.0000000,1873.9000000,1871.2000000,1873.2000000,2388
02/06/22,23:00,1873.1000000,1874.1000000,1872.8000000,1873.3000000,2746
03/06/22,00:00,1873.4000000,1874.2000000,1871.7000000,1872.2000000,1527
03/06/22,02:00,1872.6000000,1873.0000000,1872.4000000,1873.0000000,607
03/06/22,03:00,1872.8000000,1874.0000000,1872.6000000,1873.5000000,1253
03/06/22,04:00,1873.6000000,1878.6000000,1871.7000000,1876.7000000,5128
03/06/22,05:00,1876.7000000,1877.2000000,1874.1000000,1875.4000000,2962
03/06/22,06:00,1875.3000000,1875.8000000,1873.3000000,1873.6000000,1814
03/06/22,07:00,1873.7000000,1874.1000000,1871.2000000,1872.3000000,1975
03/06/22,08:00,1872.3000000,1872.3000000,1870.1000000,1871.1000000,1676
03/06/22,09:00,1871.0000000,1872.5000000,1870.4000000,1871.6000000,1224
03/06/22,10:00,1871.5000000,1872.4000000,1868.6000000,1868.9000000,2568
03/06/22,11:00,1868.9000000,1869.9000000,1867.2000000,1867.6000000,3422
03/06/22,12:00,1867.5000000,1869.3000000,1867.3000000,1867.8000000,2197
03/06/22,13:00,1867.6000000,1868.1000000,1866.0000000,1867.6000000,2297
03/06/22,14:00,1867.6000000,1869.3000000,1867.3000000,1869.3000000,2365
03/06/22,15:00,1869.3000000,1871.1000000,1866.5000000,1867.0000000,4016
03/06/22,16:00,1867.0000000,1870.2000000,1859.3000000,1861.1000000,16552
03/06/22,17:00,1861.2000000,1867.5000000,1859.7000000,1866.2000000,12404
03/06/22,18:00,1866.3000000,1868.2000000,1860.3000000,1860.4000000,9220
03/06/22,19:00,1860.3000000,1860.7000000,1854.0000000,1854.4000000,10978
03/06/22,20:00,1854.4000000,1854.4000000,1850.5000000,1853.3000000,9051
03/06/22,21:00,1853.4000000,1853.8000000,1849.7000000,1851.5000000,8161
03/06/22,22:00,1851.6000000,1853.7000000,1850.2000000,1853.4000000,2681
03/06/22,23:00,1853.3000000,1854.1000000,1850.9000000,1853.5000000,3551
04/06/22,00:00,1853.6000000,1854.6000000,1852.8000000,1853.9000000,1258
06/06/22,02:00,1853.7000000,1855.2000000,1852.4000000,1855.0000000,1032
06/06/22,03:00,1854.9000000,1856.2000000,1854.2000000,1854.3000000,775
06/06/22,04:00,1854.4000000,1856.5000000,1853.1000000,1853.5000000,1564
06/06/22,05:00,1853.5000000,1856.8000000,1853.3000000,1855.8000000,2930
06/06/22,06:00,1855.8000000,1857.3000000,1855.7000000,1856.9000000,1583
06/06/22,07:00,1856.9000000,1858.8000000,1856.7000000,1858.7000000,1734
06/06/22,08:00,1858.5000000,1859.2000000,1857.7000000,1858.0000000,1106
06/06/22,09:00,1858.0000000,1858.9000000,1856.3000000,1857.8000000,1764
06/06/22,10:00,1857.8000000,1858.1000000,1855.7000000,1856.3000000,2993
06/06/22,11:00,1856.4000000,1858.4000000,1853.8000000,1854.5000000,4830
06/06/22,12:00,1854.6000000,1856.1000000,1853.3000000,1854.2000000,3107
06/06/22,13:00,1854.1000000,1856.3000000,1853.6000000,1856.3000000,2439
06/06/22,14:00,1856.3000000,1858.6000000,1854.2000000,1855.3000000,4291
06/06/22,15:00,1855.2000000,1857.7000000,1855.0000000,1856.3000000,3046
06/06/22,16:00,1856.3000000,1861.2000000,1852.8000000,1856.0000000,9182
06/06/22,17:00,1856.0000000,1856.8000000,1850.9000000,1852.8000000,9037
06/06/22,18:00,1852.5000000,1852.7000000,1847.3000000,1850.6000000,12817
06/06/22,19:00,1850.5000000,1850.6000000,1843.9000000,1845.8000000,10650
06/06/22,20:00,1845.8000000,1846.3000000,1843.7000000,1844.4000000,4589
06/06/22,21:00,1844.6000000,1846.1000000,1843.0000000,1844.0000000,5082
06/06/22,22:00,1843.9000000,1844.8000000,1843.0000000,1843.9000000,3743
06/06/22,23:00,1843.8000000,1845.2000000,1843.6000000,1844.8000000,2116
07/06/22,00:00,1844.6000000,1845.1000000,1843.6000000,1843.9000000,1151
07/06/22,02:00,1843.5000000,1844.5000000,1842.7000000,1844.0000000,824
07/06/22,03:00,1844.1000000,1844.2000000,1840.0000000,1841.8000000,1643
07/06/22,04:00,1841.8000000,1842.7000000,1840.0000000,1841.1000000,2028
07/06/22,05:00,1840.9000000,1843.3000000,1838.5000000,1842.9000000,4790
07/06/22,06:00,1842.8000000,1844.3000000,1841.6000000,1843.6000000,1908
07/06/22,07:00,1843.5000000,1844.9000000,1842.3000000,1842.4000000,1295
07/06/22,08:00,1842.3000000,1846.8000000,1842.2000000,1844.5000000,2365
07/06/22,09:00,1844.5000000,1845.0000000,1840.7000000,1841.0000000,2139
07/06/22,10:00,1840.8000000,1845.5000000,1840.4000000,1843.4000000,3648
07/06/22,11:00,1843.5000000,1848.6000000,1843.5000000,1844.2000000,4798
07/06/22,12:00,1844.2000000,1850.7000000,1844.1000000,1848.6000000,4862
07/06/22,13:00,1848.5000000,1851.2000000,1848.3000000,1849.5000000,3512
07/06/22,14:00,1849.6000000,1855.0000000,1848.2000000,1853.0000000,7277
07/06/22,15:00,1853.1000000,1853.6000000,1849.7000000,1849.9000000,5832
07/06/22,16:00,1849.7000000,1852.0000000,1844.8000000,1847.2000000,7967
07/06/22,17:00,1847.2000000,1856.2000000,1844.4000000,1854.0000000,14978
07/06/22,18:00,1854.1000000,1855.3000000,1849.3000000,1853.6000000,14078
07/06/22,19:00,1853.6000000,1855.0000000,1852.1000000,1854.0000000,6026
07/06/22,20:00,1854.1000000,1855.8000000,1852.6000000,1853.8000000,4126
07/06/22,21:00,1853.8000000,1854.1000000,1851.3000000,1852.9000000,5188
07/06/22,22:00,1852.9000000,1857.4000000,1852.6000000,1857.1000000,3807
07/06/22,23:00,1856.9000000,1858.2000000,1855.4000000,1856.6000000,4715
08/06/22,00:00,1856.6000000,1857.0000000,1854.0000000,1854.7000000,2244
08/06/22,02:00,1855.0000000,1855.6000000,1854.4000000,1855.4000000,751
08/06/22,03:00,1855.3000000,1856.2000000,1853.7000000,1856.0000000,1463
08/06/22,04:00,1856.0000000,1856.2000000,1852.2000000,1852.9000000,3671
08/06/22,05:00,1852.9000000,1853.6000000,1850.6000000,1851.5000000,4102
08/06/22,06:00,1851.5000000,1852.9000000,1851.1000000,1851.3000000,1622
08/06/22,07:00,1851.4000000,1851.4000000,1848.8000000,1848.8000000,1824
08/06/22,08:00,1848.8000000,1851.3000000,1847.8000000,1849.7000000,2573
08/06/22,09:00,1849.6000000,1851.7000000,1849.2000000,1851.7000000,1438
08/06/22,10:00,1851.5000000,1852.5000000,1850.9000000,1851.8000000,2694
08/06/22,11:00,1851.7000000,1853.8000000,1848.6000000,1852.3000000,3813
08/06/22,12:00,1852.3000000,1852.8000000,1848.7000000,1849.5000000,2980
08/06/22,13:00,1849.5000000,1852.3000000,1849.3000000,1851.8000000,2122
08/06/22,14:00,1851.9000000,1853.5000000,1849.3000000,1849.5000000,3876
08/06/22,15:00,1849.5000000,1853.9000000,1849.1000000,1853.8000000,4208
08/06/22,16:00,1853.7000000,1855.9000000,1846.6000000,1854.6000000,12843
08/06/22,17:00,1854.6000000,1859.1000000,1853.6000000,1854.9000000,12692
08/06/22,18:00,1854.8000000,1859.5000000,1854.4000000,1858.8000000,8821
08/06/22,19:00,1858.8000000,1862.4000000,1858.3000000,1861.2000000,9775
08/06/22,20:00,1861.0000000,1861.6000000,1857.2000000,1858.1000000,5137
08/06/22,21:00,1858.1000000,1858.6000000,1855.3000000,1857.4000000,5119
08/06/22,22:00,1857.3000000,1857.9000000,1855.0000000,1856.0000000,1950
08/06/22,23:00,1855.9000000,1856.6000000,1854.7000000,1855.1000000,2200
09/06/22,00:00,1855.2000000,1855.6000000,1850.4000000,1855.6000000,2298
09/06/22,02:00,1855.1000000,1856.4000000,1854.5000000,1856.1000000,904
09/06/22,03:00,1856.1000000,1856.4000000,1854.5000000,1854.9000000,952
09/06/22,04:00,1855.0000000,1855.9000000,1853.7000000,1853.9000000,1330
09/06/22,05:00,1854.1000000,1856.4000000,1853.1000000,1853.3000000,2140
09/06/22,06:00,1853.4000000,1855.2000000,1853.0000000,1855.2000000,1227
09/06/22,07:00,1855.0000000,1857.8000000,1854.7000000,1857.5000000,2377
09/06/22,08:00,1857.4000000,1857.6000000,1856.4000000,1856.4000000,665
09/06/22,09:00,1856.5000000,1857.5000000,1853.3000000,1853.8000000,2587
09/06/22,10:00,1853.7000000,1854.7000000,1851.6000000,1852.7000000,4254
09/06/22,11:00,1852.7000000,1854.8000000,1851.0000000,1852.2000000,5286
09/06/22,12:00,1852.3000000,1852.6000000,1849.2000000,1851.7000000,4139
09/06/22,13:00,1851.6000000,1852.8000000,1850.1000000,1851.3000000,2873
09/06/22,14:00,1851.1000000,1853.1000000,1850.1000000,1851.4000000,2690
09/06/22,15:00,1851.3000000,1852.2000000,1846.2000000,1848.2000000,8703
09/06/22,16:00,1848.2000000,1855.0000000,1845.6000000,1852.7000000,15131
09/06/22,17:00,1852.7000000,1853.7000000,1847.9000000,1848.9000000,12351
09/06/22,18:00,1848.8000000,1849.3000000,1841.9000000,1844.7000000,20994
09/06/22,19:00,1844.6000000,1848.2000000,1844.0000000,1848.0000000,7090
09/06/22,20:00,1848.0000000,1852.7000000,1847.2000000,1851.1000000,8279
09/06/22,21:00,1851.1000000,1853.1000000,1850.6000000,1851.3000000,7351
09/06/22,22:00,1851.4000000,1852.8000000,1850.3000000,1852.0000000,3038
09/06/22,23:00,1852.1000000,1852.8000000,1849.3000000,1849.6000000,2856
10/06/22,00:00,1849.7000000,1850.9000000,1849.2000000,1850.7000000,1048
10/06/22,02:00,1850.4000000,1851.0000000,1849.0000000,1849.0000000,501
10/06/22,03:00,1849.1000000,1850.2000000,1848.9000000,1849.5000000,866
10/06/22,04:00,1849.7000000,1850.4000000,1848.2000000,1850.4000000,1428
10/06/22,05:00,1850.3000000,1851.0000000,1847.4000000,1847.7000000,3035
10/06/22,06:00,1847.7000000,1849.1000000,1847.2000000,1848.1000000,1403
10/06/22,07:00,1848.3000000,1848.5000000,1846.6000000,1846.9000000,1083
10/06/22,08:00,1846.9000000,1848.2000000,1845.3000000,1845.4000000,1401
10/06/22,09:00,1845.3000000,1847.5000000,1845.2000000,1846.9000000,1773
10/06/22,10:00,1847.0000000,1848.3000000,1845.8000000,1846.7000000,2358
10/06/22,11:00,1846.6000000,1849.9000000,1845.9000000,1847.6000000,5639
10/06/22,12:00,1847.6000000,1849.2000000,1846.4000000,1847.1000000,2825
10/06/22,13:00,1847.1000000,1847.6000000,1844.3000000,1844.9000000,4001
10/06/22,14:00,1844.8000000,1846.0000000,1843.8000000,1844.8000000,2844
10/06/22,15:00,1844.9000000,1845.7000000,1835.3000000,1836.6000000,13237
10/06/22,16:00,1836.6000000,1848.3000000,1826.5000000,1840.6000000,48107
10/06/22,17:00,1840.7000000,1846.1000000,1829.8000000,1835.5000000,33538
10/06/22,18:00,1835.3000000,1863.2000000,1830.4000000,1858.9000000,50676
10/06/22,19:00,1858.9000000,1871.4000000,1858.0000000,1870.7000000,27297
10/06/22,20:00,1870.8000000,1879.6000000,1869.3000000,1875.5000000,24156
10/06/22,21:00,1875.5000000,1877.5000000,1873.2000000,1873.5000000,10536
10/06/22,22:00,1873.6000000,1879.0000000,1872.4000000,1877.1000000,6874
10/06/22,23:00,1877.1000000,1878.2000000,1874.8000000,1875.9000000,5238
11/06/22,00:00,1875.9000000,1876.3000000,1874.2000000,1875.2000000,2001
13/06/22,02:00,1879.0000000,1882.5000000,1877.8000000,1880.1000000,5743
13/06/22,03:00,1880.1000000,1880.8000000,1878.4000000,1880.8000000,2287
13/06/22,04:00,1880.9000000,1881.4000000,1876.2000000,1876.3000000,3929
13/06/22,05:00,1876.4000000,1876.4000000,1865.7000000,1866.1000000,9541
13/06/22,06:00,1866.0000000,1867.3000000,1863.2000000,1866.9000000,7126
13/06/22,07:00,1866.9000000,1869.3000000,1866.4000000,1867.0000000,3213
13/06/22,08:00,1866.9000000,1867.0000000,1864.3000000,1866.6000000,1927
13/06/22,09:00,1866.5000000,1869.4000000,1866.0000000,1868.5000000,3378
13/06/22,10:00,1868.5000000,1870.4000000,1864.7000000,1864.7000000,4379
13/06/22,11:00,1864.8000000,1868.4000000,1857.4000000,1860.1000000,8394
13/06/22,12:00,1860.0000000,1861.6000000,1856.0000000,1856.1000000,10495
13/06/22,13:00,1856.0000000,1860.2000000,1855.3000000,1857.4000000,5796
13/06/22,14:00,1857.4000000,1861.6000000,1856.3000000,1861.0000000,5256
13/06/22,15:00,1861.0000000,1861.9000000,1855.8000000,1857.5000000,6431
13/06/22,16:00,1857.4000000,1860.4000000,1844.4000000,1845.2000000,29096
13/06/22,17:00,1845.1000000,1848.3000000,1830.9000000,1832.3000000,39800
13/06/22,18:00,1832.3000000,1833.5000000,1824.7000000,1829.2000000,30821
13/06/22,19:00,1829.3000000,1831.2000000,1826.1000000,1830.8000000,12777
13/06/22,20:00,1830.9000000,1835.8000000,1829.9000000,1830.8000000,12160
13/06/22,21:00,1830.6000000,1832.9000000,1829.7000000,1830.6000000,7174
13/06/22,22:00,1830.6000000,1831.4000000,1826.1000000,1827.7000000,6720
13/06/22,23:00,1827.6000000,1828.4000000,1820.7000000,1824.4000000,13418
14/06/22,00:00,1824.2000000,1825.1000000,1819.0000000,1820.2000000,3649
14/06/22,02:00,1820.9000000,1822.9000000,1809.2000000,1822.2000000,3489
14/06/22,03:00,1822.2000000,1823.8000000,1819.0000000,1822.3000000,1771
14/06/22,04:00,1822.3000000,1826.0000000,1820.5000000,1825.6000000,3491
14/06/22,05:00,1825.7000000,1827.1000000,1824.7000000,1825.8000000,3467
14/06/22,06:00,1825.7000000,1828.6000000,1825.0000000,1828.3000000,3740
14/06/22,07:00,1828.1000000,1829.4000000,1825.6000000,1826.8000000,2771
14/06/22,08:00,1826.9000000,1828.6000000,1825.2000000,1825.9000000,1925
14/06/22,09:00,1825.8000000,1829.9000000,1825.1000000,1829.5000000,3303
14/06/22,10:00,1829.5000000,1832.1000000,1828.6000000,1831.5000000,4977
14/06/22,11:00,1831.3000000,1833.3000000,1828.1000000,1829.4000000,6557
14/06/22,12:00,1829.4000000,1832.0000000,1826.0000000,1827.5000000,6762
14/06/22,13:00,1827.5000000,1827.5000000,1823.2000000,1825.5000000,5933
14/06/22,14:00,1825.4000000,1826.4000000,1821.5000000,1826.1000000,6242
14/06/22,15:00,1826.1000000,1826.9000000,1816.2000000,1818.6000000,9055
14/06/22,16:00,1818.6000000,1824.1000000,1817.3000000,1821.4000000,15851
14/06/22,17:00,1821.3000000,1823.5000000,1816.6000000,1817.4000000,12264
14/06/22,18:00,1817.2000000,1819.5000000,1813.3000000,1815.3000000,16283
14/06/22,19:00,1815.2000000,1816.9000000,1810.6000000,1811.6000000,9549
14/06/22,20:00,1811.6000000,1816.0000000,1810.5000000,1813.7000000,7280
14/06/22,21:00,1813.5000000,1814.7000000,1812.1000000,1812.6000000,8298
14/06/22,22:00,1812.7000000,1813.6000000,1808.2000000,1808.2000000,5976
14/06/22,23:00,1808.2000000,1811.8000000,1806.1000000,1809.8000000,5377
15/06/22,00:00,1809.8000000,1811.4000000,1808.1000000,1809.8000000,1862
15/06/22,02:00,1809.7000000,1810.6000000,1808.4000000,1809.8000000,1760
15/06/22,03:00,1809.8000000,1812.3000000,1808.8000000,1812.2000000,1687
15/06/22,04:00,1812.2000000,1813.1000000,1809.9000000,1812.6000000,2106
15/06/22,05:00,1812.6000000,1818.6000000,1811.7000000,1816.8000000,5101
15/06/22,06:00,1816.7000000,1823.1000000,1816.7000000,1818.9000000,4310
15/06/22,07:00,1819.0000000,1819.0000000,1815.5000000,1816.8000000,2302
15/06/22,08:00,1816.9000000,1817.9000000,1814.3000000,1815.4000000,1535
15/06/22,09:00,1815.4000000,1820.4000000,1814.1000000,1819.1000000,3822
