,ent_rate4,value__sum_values,"value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4","value__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8","value__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",value__mean_n_absolute_max__number_of_maxima_7,value__quantile__q_0.1,value__cid_ce__normalize_True,value__variation_coefficient,"value__agg_autocorrelation__f_agg_""median""__maxlag_40","value__agg_autocorrelation__f_agg_""var""__maxlag_40"
Q80,3.5915742231069685,1709660.0,21661.182840483136,-1.162790697674419,919.1489361702128,14.0,6878.571428571428,5970.0,13.19607335873647,0.0482349671595932,0.4789459128557028,0.0239970311793803
Q81,3.719485001740162,945730.0,780.3216193723321,12.210526315789474,558.1597222222223,14.0,4602.857142857143,2590.0,13.363733261922476,0.2009612540060945,0.4412519383097496,0.027130210873692
Q82,1.9005130390708047,134762.0,336.11311983471074,8.578947368421053,206.97520661157023,11.0,2378.0,1943.4,6.089423715380224,0.0699397668637049,-0.1351936731711412,0.1376480822587648
Q83,1.8325949117341551,245650.0,37811.55555555556,-31.875,25793.75,11.0,4501.428571428572,3270.0,6.501761270649112,0.1063862205629979,-0.0434697108992419,0.0872745272467378
Q84,4.160636986527161,1143354.0,11686.076404735695,50.265306122448976,29417.95442708333,12.0,13093.857142857143,619.0,10.790335942988657,0.910194929647038,0.4530134643399179,0.0530152574640681
Q85,2.8141320987166214,2499589.0,169153.86898977152,155.6451612903226,483882.1833648392,14.0,32011.28571428572,653.0,10.85850275244644,1.0088320304016305,0.4909197827490682,0.0309754210543351
Q86,1.5061392719049227,40591.8,280.3451851851852,-2.2874999999999943,67.44799999999954,1.0,1157.857142857143,886.98,6.515865425915681,0.1039719044957112,-0.0123332652608994,0.3603237450938239
Q87,0.8343814991810934,82724.90000000001,144.12060356652873,5.918181818181851,13.151388888888835,10.0,2313.6857142857143,1852.34,7.656995405370625,0.0789985086236429,-0.0569563675202632,0.1469343470675914
Q88,0.9461614940405999,149562.0,18688.94822485207,-38.77777777777778,7604.56,1.0,4446.142857142857,3137.2,6.040792781419314,0.1308353873140578,0.0467375182824322,0.3839927915539053
Q89,1.498244038961771,355086.7,96099.67529599996,-39.5,56634.98640000005,1.0,10383.385714285714,8098.44,5.043152076928012,0.0978538593348723,0.0986553080515633,0.3269366235831633
Q90,3.4168888299696043,675647.0,165464.37240681393,56.31168831168832,566423.8382642998,12.0,9427.57142857143,309.7,10.0255620972005,0.8664873995032968,0.3737308583468263,0.0519486337405814
Q91,0.9842325244832649,63060.0,183.7995867768595,3.684210526315789,249.1570247933885,11.0,1184.142857142857,829.2,6.62948206106041,0.1170733952635109,-0.1147407146760017,0.1648206062003067
Q92,0.4981946852646975,256354.0,3414.617283950618,42.833333333333336,208.25,10.0,7195.714285714285,5681.4,6.779129963452752,0.0932648327540014,-0.0473117234776644,0.2946579035504369
Q93,0.2558643394610456,54130.8,34.52740740740737,5.354545454545463,3.036666666666706,10.0,1530.0285714285717,1206.88,7.341317340022581,0.0825306145684489,-0.093536897695518,0.1784683425391792
Q94,2.2834165597927267,306904.19999999995,2292.342198365649,19.35125,8018.4013296399025,12.0,3993.2,131.7,10.344383213841809,0.8693860890789433,0.3829580949307399,0.0523624883065717
Q95,1.5340658941227794,464237.1,2163.763120890858,30.13846153846154,7052.705013850406,13.0,5853.400000000001,206.62,10.519466504731326,0.8629157972653565,0.398401624078107,0.0478934437689203
Q96,2.8321402629640713,778970.0,14793.476216070949,29.193548387096776,35049.88888888889,12.0,9062.857142857143,1900.0,10.43456027450962,0.466339624643835,0.1666028406822292,0.0909414593681026
Q97,0.055191257675688575,1763057.0,4920.940296524604,93.3469387755102,7726.368055555556,14.0,20711.42857142857,490.0,10.791758674971568,0.9918029903478888,0.4888556712609845,0.0410135630565057
Q98,1.7397572260819594,150475.0,2143.2701446280994,1.3,846.89,11.0,2923.8571428571427,1752.2,7.123982924567773,0.166916362433244,-0.1432895875787585,0.1539944167994006
Q99,1.6250610292821535,143830.0,56565.44421487604,-0.5882352941176471,31400.0,7.0,3240.0,1712.0,4.702506690041137,0.2088743889724628,0.0041907197985525,0.1835893679816457
Q100,2.552468788410844,423263.0,19193.373450413223,6.666666666666667,13106.01,11.0,8098.714285714285,5226.4,6.859334867286583,0.1467872991685058,-0.1274017462098327,0.1458547632896202
Q101,1.8759614379595853,241895.0,3905.384297520661,26.5,5967.890000000001,11.0,4532.428571428572,3069.6,7.4538191287228175,0.1295205039476038,-0.0828566497088354,0.1219424439221168
Q102,2.3194522749977127,177459.0,23248.7931190584,-0.8235294117647058,2033.29,1.0,3153.8571428571427,2291.8,5.362723279318888,0.0964123314502619,-0.0328925733876628,0.1833305206751519
Q103,1.782846259723982,141565.8,204.7922727272722,0.8055555555555303,306.6349000000003,11.0,2449.328571428571,2007.36,7.82415448600105,0.0629103848698107,-0.1509664144018497,0.0991017744591228
Q104,4.1219175691051495,589772.0,5656.679269848017,24.76530612244898,15220.734375,12.0,6628.285714285715,400.0,10.842674357096104,0.8713227237768756,0.4466349185821235,0.056065395858915
Q105,0.8542455077178214,100847.0,73.94421487603306,7.238095238095238,70.56198347107438,11.0,1784.142857142857,1448.0,8.02912048237865,0.0739834599467508,-0.0708884714179083,0.1095290187932831
Q106,2.821958080838066,159790.0,10505.74920778633,50.5,1536.0,11.0,3567.1428571428573,1580.0,6.863422209521882,0.2738070787432036,0.0652114997223988,0.1116012467142018
Q107,1.5028531272415107,310360.0,5653.733459357278,55.5,9405.0,11.0,6408.571428571428,3012.0,7.116365222021747,0.2371573006483576,-0.0313906261827659,0.0886497801337856
Q108,1.3117866669496374,143780.0,379.9070247933885,2.631578947368421,814.8760330578513,11.0,2480.0,2076.0,8.785811094546062,0.0636044121072693,-0.1592557271875051,0.0682690490848404
Q109,3.2008193577475614,255551.1,186.4681892337124,14.308163265306122,389.9574305555549,14.0,3053.3857142857137,72.7,10.602246041236551,1.0268568645804912,0.4974456143620096,0.0428243595479154
Q110,1.5377874868900652,148005.0,744.6337809917355,1.5789473684210529,1382.01652892562,11.0,2597.714285714286,2050.0,8.51206466042894,0.073084485830016,-0.134023652505091,0.0666416800105578
Q111,1.9017330765570009,359651.0,10156.79958677686,-8.545454545454545,9667.636363636364,11.0,6542.142857142857,4714.0,8.280832447068828,0.1003071564635153,-0.1460844928423537,0.0647389028702265
Q112,1.5308980827288414,232127.0,983.1227690643592,4.789473684210527,3298.25,11.0,3913.714285714286,3382.2,9.493010939629077,0.0543116777791577,-0.0420894539818538,0.0540040174842835
Q113,1.7783437708215581,191333.0,2234.066115702479,20.47058823529412,2671.061728395061,11.0,3569.428571428572,2437.6,7.686534544421747,0.1291278884956093,-0.0760007850357945,0.1101929081462875
Q114,2.037336523035048,206390.0,1485.7283950617282,2.272727272727273,1771.9008264462811,11.0,3628.571428571429,2910.0,8.705501233679625,0.0728169931287432,-0.1514762096777764,0.0908275660206128
Q115,1.7370516510495937,62498.0,1132.3664485425345,16.176470588235293,1297.918367346939,11.0,1395.0,686.8,7.989757074369781,0.2347060104938051,-0.0669254429935963,0.1041450267971394
Q116,2.318214900596356,191781.0,20647.48845631508,-1.3157894736842106,2676.25,1.0,3380.5714285714284,2469.6,5.22792564255189,0.0931751735739065,-0.0547018865818234,0.1289338553051586
Q117,1.7937959301973432,101260.0,34103.85487528345,2.2222222222222223,9240.816326530616,6.0,2037.142857142857,1382.0,8.599426366411834,0.1299970627434671,-0.1515850332640598,0.1024369564768036
Q118,1.4001739347360678,202300.0,39343.181818181816,31.904761904761905,1763.6363636363635,11.0,3927.142857142857,2674.0,6.035350929686499,0.1432774281718011,0.0194134087455812,0.2176549963857525
Q119,0.39899333507476475,158850.0,417.9235537190083,27.142857142857142,629.0,11.0,3177.1428571428573,1930.0,7.207550108936504,0.1788327129630378,0.0245665728750353,0.1467228486699152
Q120,1.5993988701733821,43067.100000000006,705.4298427514786,14.974545454545456,1006.7221472222224,4.0,1330.912857142857,982.298,6.848378277762504,0.1158091173731731,-0.1400732776235673,0.0928193442071563
Q121,1.360673066099388,61847.0,258.2908093278463,3.363636363636364,1.6875,1.0,1676.0,1452.6,6.999213586188019,0.0561264306980186,-0.1084910457806294,0.3454429760446492
Q122,1.103781065438941,129796.71,24310.229717751496,-23.80000000000003,644.1120239999957,10.0,3696.505714285715,3227.8740000000003,5.003700901220358,0.0540235141846445,-0.1497309051687994,0.5237505450654876
Q123,1.2968145016784869,58745.46000000001,153.64508422496544,12.632499999999991,79.59524722222154,10.0,1694.9457142857143,1359.544,7.187736778565967,0.0803978462201718,0.00337615462001,0.085921034459566
Q124,1.407578940221837,379428.6,9743.13072702332,20.709090909091174,75.01687499998621,1.0,10282.528571428573,8910.14,7.001623758692398,0.0561479005803042,-0.108904496305651,0.3443595175235081
Q125,1.6494731722838099,49834.32000000001,6968.693512208504,-5.097142857142866,2588.142022222224,9.0,1459.4257142857143,1162.546,4.877973601550501,0.0811450070122966,-0.0602138170889187,0.1455112735597425
Q126,1.5673657819688387,241638.3,575707.5140248724,-154.11000000000007,14036.6160750001,0.0,7684.955714285715,5518.9,5.41755846891555,0.1334787387305228,-0.117795665769923,0.3971970401153507
Q127,0.1365210220264205,39273.88999999999,37.34068543209858,8.190500000000005,22.32328281632613,10.0,1189.1052857142856,860.8568,5.55377294822686,0.1174700174048404,-0.1481145990829325,0.2626555785080853
Q128,1.257106018046286,37554.07,33.700630769230635,2.264166666666673,17.97522448979578,10.0,1061.9614285714283,912.626,5.785099131509278,0.0579326156773045,-0.1579790194167642,0.2748063272948651
Q129,1.257106018046286,39470.911,37.23381517159771,2.37966666666667,19.878759102040565,10.0,1116.1655714285714,959.2087,5.785273459486229,0.0579320687175998,-0.1579711213371496,0.2747831920654554
Q130,1.795704047667495,272486.42,30231.91413113854,5.128888888888873,16760.72078400002,0.0,7854.167142857143,6465.2080000000005,4.845113353159623,0.0659875427833147,-0.001386889266612,0.1878521802333713
Q131,1.7339092034039594,102707.37000000002,2966.679850559998,24.89909090909094,7592.672297959174,10.0,3250.077142857143,2308.156,4.866591879297676,0.1230121579607073,0.0321609649997729,0.0856903754855539
Q132,2.0116412735646185,106615.30000000002,22217.859447929,2.367777777777772,13176.457040816304,0.0,3194.407142857143,2565.21,4.471888348643702,0.079301194558879,-0.1083721618284318,0.1433496637929915
Q133,0.9196648826430753,338291.59,86714.0035760001,37.32090909090898,10514.311126530516,0.0,9692.577142857142,8409.262,4.168894396386464,0.0503429591471277,-0.0380783152823619,0.1489568547861509
Q134,1.2725074493092925,40995.47,490.9387484224969,-2.510000000000024,40.55335555555525,1.0,1121.9314285714286,1006.859,4.95045938311726,0.0386485429516877,-0.1195660517728421,0.0727435296571128
Q135,1.3804190993673469,94686.66000000002,5219.395093440001,14.522999999999955,5863.670868749985,10.0,2764.558571428571,2195.779,6.635264239670043,0.0946419923136676,-0.0271353165112513,0.0975869257441712
Q136,1.5518432521198176,40495.95,1050.13224224,-2.365714285714278,3.82202500000016,0.0,1130.6271428571426,989.951,6.562268595237677,0.0476805250793033,-0.0249570621159253,0.0502959675158151
Q137,0.5075247681187047,335585.69,17831.17484378701,75.53416666666665,8374.564506122362,0.0,10051.285714285714,7906.043,5.181988001297686,0.0876422519236837,0.0226078500014972,0.0756842189148656
Q138,0.7607115634049219,515668.2,1339.5332132406204,32.789690721649485,3488.2354368492383,14.0,6044.542857142857,162.7,10.769354991095074,0.988582661977604,0.5118087519604575,0.0341404413329709
Q139,0.4438705253026851,540979.0,3963.1790156841535,16.38888888888889,2269.859375,11.0,9227.57142857143,7814.8,9.202625470611483,0.0663467543033524,-0.0477825338131008,0.0440372190309958
Q140,1.1501004312582919,629287.2,1457.5832387446665,38.99587628865979,3548.669843750008,14.0,7271.642857142856,197.1,10.796107865805208,0.9808348780677376,0.5109548111164448,0.0348493994392031
Q141,1.2316082202282888,1067748.0,2098.4812368082016,58.32631578947368,4764.498263888889,13.0,12004.285714285714,344.0,10.36036065831703,0.9508467449038508,0.4844050612429539,0.041188848181072
Q142,1.157640031949435,485138.3,1341.8039337950102,32.62105263157894,3516.3261414930407,13.0,5728.7,162.35,10.145940880430745,0.990965806487142,0.5145939732513617,0.0378189394286172
Q143,3.7077220861830686,1116420.0,189337.4309108969,56.765957446808514,473155.8134902672,12.0,16627.428571428572,396.0,10.41917245697858,1.1071795568032428,0.4082903725524727,0.033486281699328
